Path,GVKey,HH Name,Mergent Name,Year,Doctype Confirmed,Name Confirmed,Year Confirmed,Index in missing.csv
./folders\11259_WALMART-INC_1990_1995_5\313303_9.pdf,11259,WALMART INC,Walmart Inc,2015,None,None,None,NA
./folders\11259_WALMART-INC_1981_1990_6\313304_1.pdf,11259,WALMART INC,Walmart Inc,2019,None,None,None,NA
./folders\11259_WALMART-INC_1981_1990_6\736106_2.pdf,11259,WALMART INC,Walmart Inc,2018,None,None,None,NA
./folders\11259_WALMART-INC_1981_1990_6\736109_3.pdf,11259,WALMART INC,Walmart Inc,2018,None,None,None,NA
./folders\11259_WALMART-INC_1981_1990_6\736110_4.pdf,11259,WALMART INC,Walmart Inc,2017,None,None,None,NA
./folders\11259_WALMART-INC_1981_1990_6\736116_5.pdf,11259,WALMART INC,Walmart Inc,2017,None,None,None,NA
./folders\11259_WALMART-INC_1981_1990_6\736118_6.pdf,11259,WALMART INC,Walmart Inc,2016,None,None,None,NA
./folders\11259_WALMART-INC_1981_1990_6\736117_7.pdf,11259,WALMART INC,Walmart Inc,2016,None,None,None,NA
./folders\11259_WALMART-INC_1981_1990_6\736113_8.pdf,11259,WALMART INC,Walmart Inc,2015,None,None,None,NA
./folders\11259_WALMART-INC_1981_1990_6\736112_9.pdf,11259,WALMART INC,Walmart Inc,2015,None,None,None,NA
./folders\11259_WALMART-INC_1972_1980_7\736114_1.pdf,11259,WALMART INC,Walmart Inc,2019,None,None,None,NA
./folders\11259_WALMART-INC_1972_1980_7\736124_2.pdf,11259,WALMART INC,Walmart Inc,2018,None,None,None,NA
./folders\11259_WALMART-INC_1972_1980_7\736123_3.pdf,11259,WALMART INC,Walmart Inc,2018,None,None,None,NA
./folders\11259_WALMART-INC_1972_1980_7\736126_4.pdf,11259,WALMART INC,Walmart Inc,2017,None,None,None,NA
./folders\11259_WALMART-INC_1972_1980_7\736125_5.pdf,11259,WALMART INC,Walmart Inc,2017,None,None,None,NA
./folders\11259_WALMART-INC_1972_1980_7\736120_6.pdf,11259,WALMART INC,Walmart Inc,2016,None,None,None,NA
./folders\11259_WALMART-INC_1972_1980_7\736119_7.pdf,11259,WALMART INC,Walmart Inc,2016,None,None,None,NA
./folders\11259_WALMART-INC_1972_1980_7\736122_8.pdf,11259,WALMART INC,Walmart Inc,2015,None,None,None,NA
./folders\11259_WALMART-INC_1972_1980_7\736121_9.pdf,11259,WALMART INC,Walmart Inc,2015,None,None,None,NA
./folders\11264_WALGREENS-BOOTS-ALLIANCE-INC_2022_2022_1_altreport\2862985_1.pdf,11264,WALGREENS BOOTS ALLIANCE INC,Walgreens Boots Alliance Inc,2019,(Annual Report),"WALGREENS BOOTS ALLIANCE, INC.",2019,7469
./folders\11264_WALGREENS-BOOTS-ALLIANCE-INC_2021_2021_2_altreport\2772701_1.pdf,11264,WALGREENS BOOTS ALLIANCE INC,Walgreens Boots Alliance Inc,2019,None,"WALGREENS BOOTS ALLIANCE, INC.",2019,NA
./folders\11264_WALGREENS-BOOTS-ALLIANCE-INC_2020_2020_3_altreport\2510311_1.pdf,11264,WALGREENS BOOTS ALLIANCE INC,Walgreens Boots Alliance Inc,2019,None,"WALGREENS BOOTS ALLIANCE, INC.",2019,NA
./folders\11264_WALGREENS-BOOTS-ALLIANCE-INC_2020_2020_3_altreport\2512204_2.pdf,11264,WALGREENS BOOTS ALLIANCE INC,Walgreens Boots Alliance Inc,2016,None,"Walgreens Boots Alliance, Inc.",2016,7466
./folders\11264_WALGREENS-BOOTS-ALLIANCE-INC_2017_2019_4_altreport\2068422_3.pdf,11264,WALGREENS BOOTS ALLIANCE INC,Walgreens Boots Alliance Inc,2022,None,"WALGREENS BOOTS ALLIANCE, INC.",2022,7472
./folders\11264_WALGREENS-BOOTS-ALLIANCE-INC_2017_2019_4_altreport\2361159_1.pdf,11264,WALGREENS BOOTS ALLIANCE INC,Walgreens Boots Alliance Inc,2019,None,"WALGREENS BOOTS ALLIANCE, INC.",2019,NA
./folders\11264_WALGREENS-BOOTS-ALLIANCE-INC_2017_2019_4_altreport\2195792_2.pdf,11264,WALGREENS BOOTS ALLIANCE INC,Walgreens Boots Alliance Inc,2016,None,"WALGREENS BOOTS ALLIANCE, INC.",2016,NA
./folders\11264_WALGREENS-BOOTS-ALLIANCE-INC_2014_2016_5_altreport\1403830_3.pdf,11264,WALGREENS BOOTS ALLIANCE INC,Walgreens Boots Alliance Inc,2022,Annual Report 2015,"WALGREENS BOOTS ALLIANCE, INC.",None,NA
./folders\11264_WALGREENS-BOOTS-ALLIANCE-INC_2014_2016_5_altreport\839154_5.pdf,11264,WALGREENS BOOTS ALLIANCE INC,Walgreens Boots Alliance Inc,2020,2014 Annual Report,"WALGREENS BOOTS ALLIANCE, INC.",None,7470
./folders\11264_WALGREENS-BOOTS-ALLIANCE-INC_2014_2016_5_altreport\1690951_1.pdf,11264,WALGREENS BOOTS ALLIANCE INC,Walgreens Boots Alliance Inc,2019,None,"WALGREENS BOOTS ALLIANCE, INC.",2019,NA
./folders\11264_WALGREENS-BOOTS-ALLIANCE-INC_2014_2016_5_altreport\1720200_2.pdf,11264,WALGREENS BOOTS ALLIANCE INC,Walgreens Boots Alliance Inc,2016,Annual Report 2016,"WALGREENS BOOTS ALLIANCE, INC.",2016,NA
./folders\4510_FMC-CORP_2018_2019_3_altreport\2445111_1.pdf,4510,FMC CORP,FMC Corp.,2011,2019 Annual Report,None,None,NA
./folders\4510_FMC-CORP_2018_2019_3_altreport\2765034_2.pdf,4510,FMC CORP,FMC Corp.,2001,2019 Annual Report,None,None,NA
./folders\4510_FMC-CORP_2018_2019_3_altreport\2241070_3.pdf,4510,FMC CORP,FMC Corp.,2000,None,None,None,NA
./folders\4510_FMC-CORP_2013_2017_4_altreport\2111850_1.pdf,4510,FMC CORP,FMC Corp.,2011,None,None,None,NA
./folders\4510_FMC-CORP_2013_2017_4_altreport\2155743_2.pdf,4510,FMC CORP,FMC Corp.,2001,2017 Annual Report 1,None,None,NA
./folders\4510_FMC-CORP_2013_2017_4_altreport\1739470_3.pdf,4510,FMC CORP,FMC Corp.,2000,None,None,None,NA
./folders\4510_FMC-CORP_2013_2017_4_altreport\2155741_4.pdf,4510,FMC CORP,FMC Corp.,1999,ANNUAL REPORT,None,None,NA
./folders\4510_FMC-CORP_2013_2017_4_altreport\1516894_5.pdf,4510,FMC CORP,FMC Corp.,1998,2015 Annual Report,None,None,NA
./folders\4510_FMC-CORP_2013_2017_4_altreport\826402_6.pdf,4510,FMC CORP,FMC Corp.,1997,None,None,None,NA
./folders\4510_FMC-CORP_2013_2017_4_altreport\1376908_7.pdf,4510,FMC CORP,FMC Corp.,1996,2014 Annual Report    1,None,None,NA
./folders\4510_FMC-CORP_2013_2017_4_altreport\777685_8.pdf,4510,FMC CORP,FMC CORP *,2000,None,None,None,NA
./folders\4510_FMC-CORP_2013_2017_4_altreport\1376910_9.pdf,4510,FMC CORP,FMC CORP *,1999,nancial reporting.,None,None,NA
./folders\4510_FMC-CORP_2007_2012_5_altreport\728395_1.pdf,4510,FMC CORP,FMC Corp.,2011,annual growth,None,None,NA
./folders\4510_FMC-CORP_2007_2012_5_altreport\740293_2.pdf,4510,FMC CORP,FMC Corp.,2001,None,None,None,NA
./folders\4510_FMC-CORP_2007_2012_5_altreport\641427_3.pdf,4510,FMC CORP,FMC Corp.,2000,None,None,None,NA
./folders\4510_FMC-CORP_2007_2012_5_altreport\662599_4.pdf,4510,FMC CORP,FMC Corp.,1999,2010 Annual Report,None,None,NA
./folders\4510_FMC-CORP_2007_2012_5_altreport\614196_5.pdf,4510,FMC CORP,FMC Corp.,1998,None,None,None,NA
./folders\4510_FMC-CORP_2007_2012_5_altreport\637531_6.pdf,4510,FMC CORP,FMC Corp.,1997,None,None,None,NA
./folders\4510_FMC-CORP_2007_2012_5_altreport\562632_7.pdf,4510,FMC CORP,FMC Corp.,1996,None,FMC Corp,None,NA
./folders\4510_FMC-CORP_2007_2012_5_altreport\530177_8.pdf,4510,FMC CORP,FMC CORP *,2000,None,FMC Corp,None,NA
./folders\4510_FMC-CORP_2004_2006_6_altreport\527218_1.pdf,4510,FMC CORP,FMC Corp.,2011,2006 Annual Report   |,FMC Corp,2011,NA
./folders\4510_FMC-CORP_2004_2006_6_altreport\423799_2.pdf,4510,FMC CORP,FMC Corp.,2001,annual report,None,None,NA
./folders\4600_FEDERAL-MOGUL-HOLDINGS-CORP_2002_2006_2_altreport\527219_1.pdf,4600,FEDERAL-MOGUL HOLDINGS CORP,Federal-Mogul Holdings Corp,2000,None,Federal-Mogul UK Holdings Inc.,None,NA
./folders\4600_FEDERAL-MOGUL-HOLDINGS-CORP_2002_2006_2_altreport\477206_2.pdf,4600,FEDERAL-MOGUL HOLDINGS CORP,Federal-Mogul Holdings Corp,1999,None,Federal-Mogul UK Holdings Inc.,None,NA
./folders\4600_FEDERAL-MOGUL-HOLDINGS-CORP_2002_2006_2_altreport\429550_3.pdf,4600,FEDERAL-MOGUL HOLDINGS CORP,Federal-Mogul Holdings Corp,1998,None,Federal-Mogul UK Holdings Inc.,None,NA
./folders\4600_FEDERAL-MOGUL-HOLDINGS-CORP_2002_2006_2_altreport\396315_4.pdf,4600,FEDERAL-MOGUL HOLDINGS CORP,Federal-Mogul Holdings Corp,1997,None,Federal-Mogul UK Holdings Inc.,None,NA
./folders\4600_FEDERAL-MOGUL-HOLDINGS-CORP_2002_2006_2_altreport\365125_5.pdf,4600,FEDERAL-MOGUL HOLDINGS CORP,Federal-Mogul Holdings Corp,1996,None,Federal-Mogul UK Holdings Inc.,None,NA
./folders\5018_AEROJET-ROCKETDYNE-HOLDINGS_2018_2019_2_altreport\2414244_1.pdf,5018,AEROJET ROCKETDYNE HOLDINGS,Aerojet Rocketdyne Holdings Inc,2010,None,"Aerojet Rocketdyne Holdings, Inc.",None,NA
./folders\5018_AEROJET-ROCKETDYNE-HOLDINGS_2018_2019_2_altreport\2235885_2.pdf,5018,AEROJET ROCKETDYNE HOLDINGS,Aerojet Rocketdyne Holdings Inc,2009,None,"Aerojet Rocketdyne Holdings, Inc.",None,NA
./folders\5018_AEROJET-ROCKETDYNE-HOLDINGS_2013_2017_3_altreport\2106742_1.pdf,5018,AEROJET ROCKETDYNE HOLDINGS,Aerojet Rocketdyne Holdings Inc,2010,None,"Aerojet Rocketdyne Holdings, Inc.",None,NA
./folders\5018_AEROJET-ROCKETDYNE-HOLDINGS_2013_2017_3_altreport\2157297_2.pdf,5018,AEROJET ROCKETDYNE HOLDINGS,Aerojet Rocketdyne Holdings Inc,2009,2017 ANNUAL REPORT,"Aerojet Rocketdyne Holdings, Inc.",None,NA
./folders\5018_AEROJET-ROCKETDYNE-HOLDINGS_2013_2017_3_altreport\1740770_3.pdf,5018,AEROJET ROCKETDYNE HOLDINGS,Aerojet Rocketdyne Holdings Inc,2000,None,"Aerojet Rocketdyne Holdings, Inc.",None,NA
./folders\5018_AEROJET-ROCKETDYNE-HOLDINGS_2013_2017_3_altreport\2157296_4.pdf,5018,AEROJET ROCKETDYNE HOLDINGS,Aerojet Rocketdyne Holdings Inc,1999,2016 ANNUAL REPORT,"Aerojet Rocketdyne Holdings, Inc.",None,NA
./folders\5018_AEROJET-ROCKETDYNE-HOLDINGS_2013_2017_3_altreport\2157295_5.pdf,5018,AEROJET ROCKETDYNE HOLDINGS,Aerojet Rocketdyne Holdings Inc,1998,2015 ANNUAL REPORT,"Aerojet Rocketdyne Holdings, Inc.",None,NA
./folders\5018_AEROJET-ROCKETDYNE-HOLDINGS_2013_2017_3_altreport\1518355_6.pdf,5018,AEROJET ROCKETDYNE HOLDINGS,Aerojet Rocketdyne Holdings Inc,1997,None,"Aerojet Rocketdyne Holdings, Inc.",None,NA
./folders\5018_AEROJET-ROCKETDYNE-HOLDINGS_2013_2017_3_altreport\822310_7.pdf,5018,AEROJET ROCKETDYNE HOLDINGS,Aerojet Rocketdyne Holdings Inc,1996,None,Aerojet Rocketdyne,None,NA
./folders\5018_AEROJET-ROCKETDYNE-HOLDINGS_2013_2017_3_altreport\1403861_8.pdf,5018,AEROJET ROCKETDYNE HOLDINGS,Aerojet Rocketdyne Holdings Inc,1995,2014 ANNUAL REPORT,Aerojet Rocketdyne,None,NA
./folders\5018_AEROJET-ROCKETDYNE-HOLDINGS_2013_2017_3_altreport\776702_9.pdf,5018,AEROJET ROCKETDYNE HOLDINGS,Aerojet Rocketdyne Holdings Inc,2020,None,Aerojet Rocketdyne,None,3307
./folders\5018_AEROJET-ROCKETDYNE-HOLDINGS_2007_2013_4_altreport\1403862_1.pdf,5018,AEROJET ROCKETDYNE HOLDINGS,Aerojet Rocketdyne Holdings Inc,2010,2013 ANNUAL REPORT,AEROJET ROCKETDYNE,2010,NA
./folders\5018_AEROJET-ROCKETDYNE-HOLDINGS_2007_2013_4_altreport\721431_2.pdf,5018,AEROJET ROCKETDYNE HOLDINGS,Aerojet Rocketdyne Holdings Inc,2009,2012 ANNUAL REPORT,None,None,NA
./folders\5018_AEROJET-ROCKETDYNE-HOLDINGS_2007_2013_4_altreport\738361_3.pdf,5018,AEROJET ROCKETDYNE HOLDINGS,Aerojet Rocketdyne Holdings Inc,2000,None,None,None,NA
./folders\5018_AEROJET-ROCKETDYNE-HOLDINGS_2007_2013_4_altreport\684033_4.pdf,5018,AEROJET ROCKETDYNE HOLDINGS,Aerojet Rocketdyne Holdings Inc,1999,Annual Report,None,None,NA
./folders\5018_AEROJET-ROCKETDYNE-HOLDINGS_2007_2013_4_altreport\559855_5.pdf,5018,AEROJET ROCKETDYNE HOLDINGS,Aerojet Rocketdyne Holdings Inc,1998,None,None,None,NA
./folders\5018_AEROJET-ROCKETDYNE-HOLDINGS_2007_2013_4_altreport\539263_6.pdf,5018,AEROJET ROCKETDYNE HOLDINGS,Aerojet Rocketdyne Holdings Inc,1997,None,None,None,NA
./folders\5518_HASBRO-INC_2012_2013_5_altreport\1380699_1.pdf,5518,HASBRO INC,"Hasbro, Inc.",2011,None,"Hasbro, Inc.",2011,NA
./folders\5518_HASBRO-INC_2012_2013_5_altreport\779490_2.pdf,5518,HASBRO INC,"Hasbro, Inc.",2010,None,"Hasbro, Inc.",2010,NA
./folders\5518_HASBRO-INC_2012_2013_5_altreport\1380694_3.pdf,5518,HASBRO INC,"Hasbro, Inc.",2009,None,"Hasbro, Inc.",2009,NA
./folders\5518_HASBRO-INC_2012_2013_5_altreport\727276_4.pdf,5518,HASBRO INC,"Hasbro, Inc.",2008,None,"Hasbro, Inc.",2008,NA
./folders\5680_HOME-DEPOT-INC_2013_2016_4_altreport\2253302_1.pdf,5680,HOME DEPOT INC,Home Depot Inc,2010,None,"THE HOME DEPOT, INC.",None,NA
./folders\5680_HOME-DEPOT-INC_2013_2016_4_altreport\2742503_2.pdf,5680,HOME DEPOT INC,Home Depot Inc,2007,ANNUAL REPORT 2018,"THE HOME DEPOT, INC.",None,NA
./folders\5680_HOME-DEPOT-INC_2013_2016_4_altreport\2121066_3.pdf,5680,HOME DEPOT INC,Home Depot Inc,2005,None,"THE HOME DEPOT, INC.",None,NA
./folders\5680_HOME-DEPOT-INC_2013_2016_4_altreport\2143130_4.pdf,5680,HOME DEPOT INC,Home Depot Inc,2005,ANNUAL REPORT 2017,"THE HOME DEPOT, INC.",None,NA
./folders\5680_HOME-DEPOT-INC_2013_2016_4_altreport\1738616_5.pdf,5680,HOME DEPOT INC,Home Depot Inc,2004,None,"THE HOME DEPOT, INC.",None,NA
./folders\5680_HOME-DEPOT-INC_2013_2016_4_altreport\2143010_6.pdf,5680,HOME DEPOT INC,Home Depot Inc,2004,ANNUAL REPORT,"THE HOME DEPOT, INC.",None,NA
./folders\5680_HOME-DEPOT-INC_2006_2008_6_altreport\2143066_1.pdf,5680,HOME DEPOT INC,Home Depot Inc,2010,None,"THE HOME DEPOT, INC.",2010,NA
./folders\5680_HOME-DEPOT-INC_2006_2008_6_altreport\685707_2.pdf,5680,HOME DEPOT INC,Home Depot Inc,2007,None,"THE HOME DEPOT, INC.",2007,NA
./folders\5680_HOME-DEPOT-INC_2006_2008_6_altreport\2143069_3.pdf,5680,HOME DEPOT INC,Home Depot Inc,2005,None,"THE HOME DEPOT, INC.",None,NA
./folders\5680_HOME-DEPOT-INC_2006_2008_6_altreport\644994_4.pdf,5680,HOME DEPOT INC,Home Depot Inc,2005,ANNUALREPORT2010,"THE HOME DEPOT, INC.",None,NA
./folders\5680_HOME-DEPOT-INC_2006_2008_6_altreport\2143070_5.pdf,5680,HOME DEPOT INC,Home Depot Inc,2004,None,"THE HOME DEPOT, INC.",None,NA
./folders\5680_HOME-DEPOT-INC_2006_2008_6_altreport\570493_6.pdf,5680,HOME DEPOT INC,Home Depot Inc,2004,2008 Annual Report,"THE HOME DEPOT, INC.",2004,NA
./folders\5680_HOME-DEPOT-INC_2006_2008_6_altreport\2143068_7.pdf,5680,HOME DEPOT INC,Home Depot Inc,2003,None,"THE HOME DEPOT, INC.",2003,NA
./folders\5690_HNI-CORP_2011_2015_4_altreport\2238617_1.pdf,5690,HNI CORP,HNI Corp,2012,None,None,None,NA
./folders\5690_HNI-CORP_2011_2015_4_altreport\2167117_2.pdf,5690,HNI CORP,HNI Corp,2010,2016 ANNUAL REPORT,None,None,NA
./folders\5690_HNI-CORP_2011_2015_4_altreport\2108351_3.pdf,5690,HNI CORP,HNI Corp,2010,None,None,None,NA
./folders\5690_HNI-CORP_2011_2015_4_altreport\2167116_4.pdf,5690,HNI CORP,HNI Corp,2009,2017 Annual Report,None,None,NA
./folders\5690_HNI-CORP_2011_2015_4_altreport\1741869_5.pdf,5690,HNI CORP,HNI Corp,2008,None,None,None,NA
./folders\5690_HNI-CORP_2011_2015_4_altreport\1523390_6.pdf,5690,HNI CORP,HNI Corp,2007,None,None,None,NA
./folders\5690_HNI-CORP_2011_2015_4_altreport\1721529_7.pdf,5690,HNI CORP,HNI Corp,2007,2015 ANNUAL REPORT,None,None,NA
./folders\5709_HORMEL-FOODS-CORP_2012_2012_5_altreport\717871_1.pdf,5709,HORMEL FOODS CORP,Hormel Foods Corp.,2017,None,HORMEL FOODS CORPORATION,2017,NA
./folders\5764_HUBBELL-INC_2020_2021_2_altreport\2742572_1.pdf,5764,HUBBELL INC,Hubbell Inc.,2000,None,None,None,NA
./folders\5764_HUBBELL-INC_2020_2021_2_altreport\2742574_2.pdf,5764,HUBBELL INC,Hubbell Inc.,1999,None,None,None,NA
./folders\5764_HUBBELL-INC_2016_2019_3_altreport\2449591_1.pdf,5764,HUBBELL INC,Hubbell Inc.,2000,None,None,None,NA
./folders\5764_HUBBELL-INC_2016_2019_3_altreport\2235232_2.pdf,5764,HUBBELL INC,Hubbell Inc.,1999,None,None,None,NA
./folders\5764_HUBBELL-INC_2016_2019_3_altreport\2104994_3.pdf,5764,HUBBELL INC,Hubbell Inc.,1998,None,None,None,NA
./folders\5764_HUBBELL-INC_2016_2019_3_altreport\1738170_4.pdf,5764,HUBBELL INC,Hubbell Inc.,1997,None,None,None,NA
./folders\5764_HUBBELL-INC_2010_2015_4_altreport\1521649_1.pdf,5764,HUBBELL INC,Hubbell Inc.,2000,None,None,None,NA
./folders\5764_HUBBELL-INC_2010_2015_4_altreport\824618_2.pdf,5764,HUBBELL INC,Hubbell Inc.,1999,None,None,None,NA
./folders\5764_HUBBELL-INC_2010_2015_4_altreport\1440984_3.pdf,5764,HUBBELL INC,Hubbell Inc.,1998,2014 Annual Report,None,None,NA
./folders\5764_HUBBELL-INC_2010_2015_4_altreport\777666_4.pdf,5764,HUBBELL INC,Hubbell Inc.,1997,None,None,None,NA
./folders\5764_HUBBELL-INC_2010_2015_4_altreport\1440985_5.pdf,5764,HUBBELL INC,Hubbell Inc.,1996,2013 Annual report,None,None,NA
./folders\5764_HUBBELL-INC_2010_2015_4_altreport\640993_9.pdf,5764,HUBBELL INC,Hubbell Inc.,2021,None,None,None,4024
./folders\5764_HUBBELL-INC_2010_2015_4_altreport\1440973_7.pdf,5764,HUBBELL INC,Hubbell Inc.,2020,2012 Annual Report,"Hubbell, Inc.",None,4023
./folders\5764_HUBBELL-INC_2010_2015_4_altreport\729831_6.pdf,5764,HUBBELL INC,Hubbell Inc.,2012,None,None,None,4015
./folders\5764_HUBBELL-INC_2010_2015_4_altreport\687439_8.pdf,5764,HUBBELL INC,Hubbell Inc.,2011,2011 Annual Report,Hubbell Inc.,2011,4014
./folders\5764_HUBBELL-INC_2001_2009_5_altreport\613914_1.pdf,5764,HUBBELL INC,Hubbell Inc.,2000,2009 Annual Report,Hubbell Inc.,None,NA
./folders\5764_HUBBELL-INC_2001_2009_5_altreport\562151_2.pdf,5764,HUBBELL INC,Hubbell Inc.,1999,2008 Annual Report,"Hubbell, Inc.",None,NA
./folders\5764_HUBBELL-INC_2001_2009_5_altreport\530324_3.pdf,5764,HUBBELL INC,Hubbell Inc.,1998,2007 ANNUAL REPORT,"Hubbell, Inc.",None,NA
./folders\5764_HUBBELL-INC_2001_2009_5_altreport\527297_4.pdf,5764,HUBBELL INC,Hubbell Inc.,1997,2006 ANNUAL REPORT,None,None,NA
./folders\5764_HUBBELL-INC_2001_2009_5_altreport\455943_5.pdf,5764,HUBBELL INC,Hubbell Inc.,1996,2005 ANNUAL REPORT,None,None,NA
./folders\5764_HUBBELL-INC_2001_2009_5_altreport\336202_9.pdf,5764,HUBBELL INC,Hubbell Inc.,2021,None,None,None,NA
./folders\5764_HUBBELL-INC_2001_2009_5_altreport\394376_7.pdf,5764,HUBBELL INC,Hubbell Inc.,2020,None,None,None,NA
./folders\5764_HUBBELL-INC_2001_2009_5_altreport\423332_6.pdf,5764,HUBBELL INC,Hubbell Inc.,2012,2004 Annual Report,Hubbell Wiring,2012,NA
./folders\5764_HUBBELL-INC_2001_2009_5_altreport\368506_8.pdf,5764,HUBBELL INC,Hubbell Inc.,2011,Annual Report,None,None,NA
./folders\6008_INTEL-CORP_2013_2015_5_altreport\2105443_1.pdf,6008,INTEL CORP,Intel Corp,2012,None,None,None,NA
./folders\6008_INTEL-CORP_2013_2015_5_altreport\2139983_2.pdf,6008,INTEL CORP,Intel Corp,2011,None,None,None,NA
./folders\6008_INTEL-CORP_2013_2015_5_altreport\1992959_3.pdf,6008,INTEL CORP,Intel Corp,2010,None,None,None,NA
./folders\6008_INTEL-CORP_2013_2015_5_altreport\1738887_4.pdf,6008,INTEL CORP,Intel Corp,2006,None,None,None,NA
./folders\6008_INTEL-CORP_2013_2015_5_altreport\2021680_5.pdf,6008,INTEL CORP,Intel Corp,2006,Annual Report,None,None,NA
./folders\6008_INTEL-CORP_2013_2015_5_altreport\1619797_6.pdf,6008,INTEL CORP,Intel Corp,2005,None,None,None,NA
./folders\6008_INTEL-CORP_2007_2009_8_altreport\1516857_1.pdf,6008,INTEL CORP,Intel Corp,2012,None,None,None,NA
./folders\6008_INTEL-CORP_2007_2009_8_altreport\1553031_2.pdf,6008,INTEL CORP,Intel Corp,2011,2015 Annual Report,None,None,NA
./folders\6008_INTEL-CORP_2007_2009_8_altreport\883632_3.pdf,6008,INTEL CORP,Intel Corp,2010,annual report on Form,None,None,NA
./folders\6008_INTEL-CORP_2007_2009_8_altreport\823754_4.pdf,6008,INTEL CORP,Intel Corp,2006,None,None,None,NA
./folders\6008_INTEL-CORP_2007_2009_8_altreport\840882_5.pdf,6008,INTEL CORP,Intel Corp,2006,2014 Annual Report,Intel® Core™,2006,NA
./folders\6008_INTEL-CORP_2007_2009_8_altreport\798846_6.pdf,6008,INTEL CORP,Intel Corp,2005,annual report on Form,None,None,NA
./folders\6008_INTEL-CORP_2007_2009_8_altreport\777297_7.pdf,6008,INTEL CORP,Intel Corp,2004,2013 Annual Report,None,None,NA
./folders\6008_INTEL-CORP_2007_2009_8_altreport\2143174_8.pdf,6008,INTEL CORP,Intel Corp,2004,None,None,None,NA
./folders\6034_INTERFACE-INC_2019_2021_2_altreport\2894316_1.pdf,6034,INTERFACE INC,Interface Inc.,2000,(Annual Report),INTERFACE INC,None,NA
./folders\6034_INTERFACE-INC_2019_2021_2_altreport\2451865_2.pdf,6034,INTERFACE INC,Interface Inc.,2000,None,INTERFACE INC,None,NA
./folders\6034_INTERFACE-INC_2019_2021_2_altreport\2451866_3.pdf,6034,INTERFACE INC,Interface Inc.,1999,Annual Report,"Interface, Inc.",None,NA
./folders\6034_INTERFACE-INC_2016_2018_3_altreport\2240746_1.pdf,6034,INTERFACE INC,Interface Inc.,2000,None,"Interface, Inc.",None,NA
./folders\6034_INTERFACE-INC_2016_2018_3_altreport\2157708_2.pdf,6034,INTERFACE INC,Interface Inc.,2000,None,"Interface, Inc.",None,NA
./folders\6034_INTERFACE-INC_2016_2018_3_altreport\2167648_3.pdf,6034,INTERFACE INC,Interface Inc.,1999,Annual Report,"Interface, Inc.",None,NA
./folders\6034_INTERFACE-INC_2016_2018_3_altreport\1741417_4.pdf,6034,INTERFACE INC,Interface Inc.,1997,None,"Interface, Inc.",None,NA
./folders\6034_INTERFACE-INC_2011_2016_4_altreport\2167647_1.pdf,6034,INTERFACE INC,Interface Inc.,2000,Annual Report,"Interface, Inc.",None,NA
./folders\6034_INTERFACE-INC_2011_2016_4_altreport\1524452_2.pdf,6034,INTERFACE INC,Interface Inc.,2000,None,"Interface, Inc.",None,NA
./folders\6034_INTERFACE-INC_2011_2016_4_altreport\2167646_3.pdf,6034,INTERFACE INC,Interface Inc.,1999,Annual Report,"Interface, Inc.",None,NA
./folders\6034_INTERFACE-INC_2011_2016_4_altreport\825744_4.pdf,6034,INTERFACE INC,Interface Inc.,1997,None,"Interface, Inc.",None,NA
./folders\6034_INTERFACE-INC_2011_2016_4_altreport\1440937_5.pdf,6034,INTERFACE INC,Interface Inc.,1996,Annual Report,"Interface, Inc.",None,NA
./folders\6034_INTERFACE-INC_2011_2016_4_altreport\779470_6.pdf,6034,INTERFACE INC,"Interface Systems, Inc.",1999,None,"Interface, Inc.",None,NA
./folders\6034_INTERFACE-INC_2011_2016_4_altreport\1440938_7.pdf,6034,INTERFACE INC,"Interface Systems, Inc.",1998,Annual Report,"Interface, Inc.",None,NA
./folders\6034_INTERFACE-INC_2011_2016_4_altreport\734189_8.pdf,6034,INTERFACE INC,"Interface Systems, Inc.",1997,None,"Interface, Inc.",None,NA
./folders\6034_INTERFACE-INC_2011_2016_4_altreport\1440939_9.pdf,6034,INTERFACE INC,Interface Inc.,2019,Annual Report,"Interface, Inc.",None,4182
./folders\6034_INTERFACE-INC_2005_2011_5_altreport\644299_1.pdf,6034,INTERFACE INC,Interface Inc.,2000,None,"Interface, Inc.",None,NA
./folders\6034_INTERFACE-INC_2005_2011_5_altreport\622210_2.pdf,6034,INTERFACE INC,Interface Inc.,2000,2009 Annual Report,"Interface, Inc.",None,NA
./folders\6034_INTERFACE-INC_2005_2011_5_altreport\570979_3.pdf,6034,INTERFACE INC,Interface Inc.,1999,2008 Annual Report,"Interface, Inc.",None,NA
./folders\6034_INTERFACE-INC_2005_2011_5_altreport\530332_4.pdf,6034,INTERFACE INC,Interface Inc.,1997,None,"Interface, Inc.",None,NA
./folders\6034_INTERFACE-INC_2005_2011_5_altreport\545572_5.pdf,6034,INTERFACE INC,Interface Inc.,1996,2007 | Annual Report,"Interface, Inc.",None,NA
./folders\6034_INTERFACE-INC_2005_2011_5_altreport\489829_6.pdf,6034,INTERFACE INC,"Interface Systems, Inc.",1999,2006 | Annual Report,"Interface, Inc.",None,NA
