Path,GVKey,HH Name,Mergent Name,Year,Doctype Confirmed,Name Confirmed,Year Confirmed,Index in missing.csv
./folders\10484_UNITED-AIRLINES-INC_2008_2014_4\824826_1.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2013,None,"United Airlines, Inc.",2013,NA
./folders\10484_UNITED-AIRLINES-INC_2008_2014_4\794223_2.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2010,None,"United Airlines, Inc.",2010,NA
./folders\10484_UNITED-AIRLINES-INC_2008_2014_4\740417_3.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2009,None,"United Air Lines, Inc.",2009,NA
./folders\10484_UNITED-AIRLINES-INC_2008_2014_4\691150_4.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2008,None,"United Air Lines, Inc.",2008,NA
./folders\10484_UNITED-AIRLINES-INC_2008_2014_4\691151_5.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2007,None,"United Air Lines, Inc.",2007,NA
./folders\10484_UNITED-AIRLINES-INC_2008_2014_4\2304313_6.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2006,None,"United Air Lines, Inc.",2006,NA
./folders\10484_UNITED-AIRLINES-INC_2008_2014_4\691152_7.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2005,None,"United Air Lines, Inc.",2005,NA
./folders\10484_UNITED-AIRLINES-INC_2008_2014_4\2304312_8.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2004,None,"United Air Lines, Inc.",None,NA
./folders\10484_UNITED-AIRLINES-INC_2008_2014_4\559939_9.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2003,None,"United Air Lines, Inc. None",None,NA
./folders\10484_UNITED-AIRLINES-INC_2003_2007_5\537409_1.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2013,None,"United Air Lines, Inc.",None,NA
./folders\10484_UNITED-AIRLINES-INC_2003_2007_5\2304316_2.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2010,None,"United Air Lines, Inc.",2010,NA
./folders\10484_UNITED-AIRLINES-INC_2003_2007_5\496228_3.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2009,2006 Annual Report,None,None,NA
./folders\10484_UNITED-AIRLINES-INC_2003_2007_5\2304315_4.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2008,2006 Annual Report,None,None,NA
./folders\10484_UNITED-AIRLINES-INC_2003_2007_5\467925_5.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2007,None,"United Air Lines, Inc.",None,NA
./folders\10484_UNITED-AIRLINES-INC_2003_2007_5\2304314_6.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2006,None,"United Air Lines, Inc.",None,NA
./folders\10484_UNITED-AIRLINES-INC_2003_2007_5\433564_7.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2005,None,United Airlines,None,NA
./folders\10484_UNITED-AIRLINES-INC_2003_2007_5\422263_9.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2003,None,"United Air Lines, Inc.",2003,NA
./folders\10484_UNITED-AIRLINES-INC_1998_2002_6\370501_1.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2013,None,None,None,NA
./folders\10484_UNITED-AIRLINES-INC_1998_2002_6\2304490_2.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2010,None,"United Air Lines, Inc.",None,NA
./folders\10484_UNITED-AIRLINES-INC_1998_2002_6\370501_3.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2009,None,None,None,NA
./folders\10484_UNITED-AIRLINES-INC_1998_2002_6\337257_4.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2008,2001 Annual Report,UNITED AIRLINES,None,NA
./folders\10484_UNITED-AIRLINES-INC_1998_2002_6\337257_5.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2007,2001 Annual Report,UNITED AIRLINES,None,NA
./folders\10484_UNITED-AIRLINES-INC_1998_2002_6\2304491_6.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2006,2001 Annual Report,UNITED AIRLINES,None,NA
./folders\10484_UNITED-AIRLINES-INC_1998_2002_6\314655_7.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2005,None,None,None,NA
./folders\10484_UNITED-AIRLINES-INC_1998_2002_6\2304494_8.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2004,Annual Report,United Airlines,2004,NA
./folders\10484_UNITED-AIRLINES-INC_1998_2002_6\277565_9.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2003,None,None,None,NA
./folders\10484_UNITED-AIRLINES-INC_1986_1997_7\2304498_1.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2013,Annual Report is printed,United Airlines,None,NA
./folders\10484_UNITED-AIRLINES-INC_1986_1997_7\236625_2.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2010,1997 Annual Report,United Airlines,None,NA
./folders\10484_UNITED-AIRLINES-INC_1986_1997_7\2304495_3.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2009,1997 Annual Report,United Airlines,None,NA
./folders\10484_UNITED-AIRLINES-INC_1986_1997_7\200497_4.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2008,None,United Airlines,None,NA
./folders\10484_UNITED-AIRLINES-INC_1986_1997_7\2304496_5.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2007,None,United Airlines,None,NA
./folders\10484_UNITED-AIRLINES-INC_1986_1997_7\459887_6.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2006,1988 h NNUAL REPORT,United Airlines Foundation,None,NA
./folders\10484_UNITED-AIRLINES-INC_1986_1997_7\459888_7.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2005,1988 Annual Report,None,None,NA
./folders\10484_UNITED-AIRLINES-INC_1986_1997_7\459889_8.pdf,10484,UNITED AIRLINES INC,United Airlines Holdings Inc,2004,UAL CORPORAT,United Airlines .,None,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1999_2008_1\546756_1.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2008,2008 Annual Report,"Texas Industries, Inc.",2008,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1999_2008_1\507855_2.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2007,a n n u a l  r e p o r t,Texas industries inc,2007,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1999_2008_1\483873_3.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2006,2006 Annual Report,"Texas Industries, Inc.",2006,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1999_2008_1\453904_4.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2005,2005 Annual Report,"Texas Industries, Inc.",2005,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1999_2008_1\408936_5.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2004,None,"Texas Industries, Inc.",2004,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1999_2008_1\393449_6.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2003,2003 Annual Report,"Texas Industries, Inc.",None,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1999_2008_1\361403_7.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2002,None,"Texas Industries, Inc.",None,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1999_2008_1\322934_8.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2001,TXI 2001 Annual Report,"Texas Industries, Inc.",None,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1999_2008_1\302170_9.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2000,2000 Annual Report,"Texas Industries, Inc.",None,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1986_1998_2\232027_1.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2008,None,None,None,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1986_1998_2\209056_2.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2007,None,None,None,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1986_1998_2\579150_3.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2006,None,None,None,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1986_1998_2\198559_4.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2005,None,None,None,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1986_1998_2\578612_5.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2004,None,None,None,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1986_1998_2\584831_6.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2003,None,None,None,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1986_1998_2\585985_7.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2002,None,None,None,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1986_1998_2\584878_8.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2001,None,None,None,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1986_1998_2\580711_9.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2000,None,None,None,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1980_1985_3\579737_1.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2008,None,None,None,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1980_1985_3\579956_2.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2007,None,None,None,NA
./folders\10498_TEXAS-INDUSTRIES-INC_1980_1985_3\575736_3.pdf,10498,TEXAS INDUSTRIES INC,Texas Industries Inc.,2006,None,None,None,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2021_2021_1_altreport\2755602_1.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2019,None,THERMO FISHER SCIENTIFIC INC.,2019,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2020_2020_2_altreport\2755601_1.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2019,None,THERMO FISHER SCIENTIFIC INC.,2019,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2016_2019_3_altreport\2487562_1.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2019,None,THERMO FISHER SCIENTIFIC INC.,2019,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2016_2019_3_altreport\1741599_5.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2018,None,THERMO FISHER SCIENTIFIC INC.,2018,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2016_2019_3_altreport\2239585_2.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2015,None,THERMO FISHER SCIENTIFIC INC.,None,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2016_2019_3_altreport\2156986_4.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2014,Annual Report,THERMO FISHER SCIENTIFIC INC.,None,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2016_2019_3_altreport\2111477_3.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2009,None,THERMO FISHER SCIENTIFIC INC.,None,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2012_2016_4_altreport\728840_7.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2020,2012 ANNUAL REPORT,THERMO FISHER SCIENTIFIC INC.,None,7087
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2012_2016_4_altreport\2156985_1.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2019,ANNUAL REPORT,since Thermo Fisher Scientific,2019,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2012_2016_4_altreport\779851_5.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2018,None,THERMO FISHER SCIENTIFIC INC.,2018,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2012_2016_4_altreport\795801_6.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2017,2013 ANNUAL REPORT,2   |  Thermo Fisher Scientific,2017,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2012_2016_4_altreport\740707_8.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2017,None,THERMO FISHER SCIENTIFIC INC.,2017,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2012_2016_4_altreport\1515921_2.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2015,2015 ANNUAL REPORT,Thermo Fisher Scientific continues to,2015,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2012_2016_4_altreport\835082_4.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2014,2014 ANNUAL REPORT,THERMO FISHER SCIENTIFIC INC.,2014,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2012_2016_4_altreport\826046_3.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2009,None,THERMO FISHER SCIENTIFIC INC.,None,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2003_2011_5_altreport\685850_1.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2019,2011 Annual Report,thermo fisher scientific inc.,None,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2003_2011_5_altreport\563424_5.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2018,2008 Annual Report,Thermo Fisher Scientific Inc.,None,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2003_2011_5_altreport\531288_6.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2017,2007 Annual Report,Thermo Fisher Scientific is the,None,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2003_2011_5_altreport\456851_8.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2017,None,None,None,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2003_2011_5_altreport\425803_9.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2016,None,None,None,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2003_2011_5_altreport\685836_2.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2015,None,THERMO FISHER SCIENTIFIC INC.,2015,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_2003_2011_5_altreport\614789_3.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2009,None,THERMO FISHER SCIENTIFIC INC.,2009,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_1999_2002_6_altreport\366053_1.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2019,None,None,None,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_1999_2002_6_altreport\254884_2.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2015,None,None,None,NA
./folders\10530_THERMO-FISHER-SCIENTIFIC-INC_1998_1998_7_altreport\362139_1.pdf,10530,THERMO FISHER SCIENTIFIC INC,Thermo Fisher Scientific Inc,2019,None,None,None,NA
./folders\10639_TOYS-R-US-INC_2000_2007_1\507938_1.pdf,10639,TOYS R US INC,Toys R Us Inc.,2007,by this annual report.,"TOYS “R” US, INC.",2007,7129
./folders\10639_TOYS-R-US-INC_2000_2007_1\507937_2.pdf,10639,TOYS R US INC,Toys R Us Inc.,2006,None,"TOYS “R” US, INC.",2006,7128
./folders\10639_TOYS-R-US-INC_2000_2007_1\913333_3.pdf,10639,TOYS R US INC,"Toys ""R"" Us Inc.",2004,None,"Toys “R”Us, Inc.",2004,7126
./folders\10639_TOYS-R-US-INC_2000_2007_1\370725_4.pdf,10639,TOYS R US INC,Toys R Us Inc.,2003,Annual Report,None,None,7125
./folders\10639_TOYS-R-US-INC_2000_2007_1\825032_5.pdf,10639,TOYS R US INC,TOYS R US INC *,2002,Annual Report,None,None,7124
./folders\10639_TOYS-R-US-INC_2000_2007_1\343282_6.pdf,10639,TOYS R US INC,Toys R Us Inc.,2002,None,None,None,NA
./folders\10639_TOYS-R-US-INC_2000_2007_1\825031_7.pdf,10639,TOYS R US INC,TOYS R US INC *,2001,None,None,None,7123
./folders\10639_TOYS-R-US-INC_2000_2007_1\310562_8.pdf,10639,TOYS R US INC,Toys R Us Inc.,2001,None,None,None,NA
./folders\10639_TOYS-R-US-INC_2000_2007_1\825030_9.pdf,10639,TOYS R US INC,TOYS R US INC *,2000,None,None,None,7122
./folders\10984_SPRINT-CORP_1994_1997_1\838376_1.pdf,10984,SPRINT CORP,SPRINT CORP,1997,None,None,None,NA
./folders\10984_SPRINT-CORP_1994_1997_1\838375_2.pdf,10984,SPRINT CORP,SPRINT CORP *,1996,None,None,None,NA
./folders\10984_SPRINT-CORP_1994_1997_1\838374_3.pdf,10984,SPRINT CORP,SPRINT CORP *,1995,None,None,None,NA
./folders\10984_SPRINT-CORP_1994_1997_1\586300_4.pdf,10984,SPRINT CORP,Sprint Corp (PCS Group),1994,None,None,None,NA
./folders\10984_SPRINT-CORP_1994_1997_1\912490_5.pdf,10984,SPRINT CORP,Sprint Nextel Corp.,2011,None,None,None,NA
./folders\10984_SPRINT-CORP_1994_1997_1\912491_6.pdf,10984,SPRINT CORP,Sprint Nextel Corp.,2006,None,None,None,7318
./folders\10984_SPRINT-CORP_1994_1997_1\234331_7.pdf,10984,SPRINT CORP,Sprint Nextel Corp,1997,None,None,None,NA
./folders\10984_SPRINT-CORP_1994_1997_1\199188_8.pdf,10984,SPRINT CORP,Sprint Nextel Corp,1996,None,None,None,NA
./folders\10984_SPRINT-CORP_1994_1997_1\198547_9.pdf,10984,SPRINT CORP,Sprint Nextel Corp,1995,None,None,None,NA
./folders\11191_VISHAY-INTERTECHNOLOGY-INC_1990_2014_1\1464752_1.pdf,11191,VISHAY INTERTECHNOLOGY INC,"Vishay Intertechnology, Inc.",2014,ANNUAL REPORT,"VISHAY INTERTECHNOLOGY, INC.",None,NA
./folders\11191_VISHAY-INTERTECHNOLOGY-INC_1990_2014_1\1464751_2.pdf,11191,VISHAY INTERTECHNOLOGY INC,"Vishay Intertechnology, Inc.",2013,None,"VISHAY INTERTECHNOLOGY, INC.",None,NA
./folders\11191_VISHAY-INTERTECHNOLOGY-INC_1990_2014_1\1464748_3.pdf,11191,VISHAY INTERTECHNOLOGY INC,"Vishay Intertechnology, Inc.",2012,None,"Vishay Intertechnology, Inc.",None,NA
./folders\11191_VISHAY-INTERTECHNOLOGY-INC_1990_2014_1\308729_4.pdf,11191,VISHAY INTERTECHNOLOGY INC,"Vishay Intertechnology, Inc.",2000,None,"VISHAY INTERTECHNOLOGY, INC.",2000,NA
./folders\11191_VISHAY-INTERTECHNOLOGY-INC_1990_2014_1\279388_5.pdf,11191,VISHAY INTERTECHNOLOGY INC,"Vishay Intertechnology, Inc.",1999,Annual Growth,Vishay Intertechnology,1999,NA
./folders\11191_VISHAY-INTERTECHNOLOGY-INC_1990_2014_1\254273_6.pdf,11191,VISHAY INTERTECHNOLOGY INC,"Vishay Intertechnology, Inc.",1998,1998 Annual Report,"VISHAY INTERTECHNOLOGY, INC.",1998,NA
./folders\11191_VISHAY-INTERTECHNOLOGY-INC_1990_2014_1\233431_7.pdf,11191,VISHAY INTERTECHNOLOGY INC,"Vishay Intertechnology, Inc.",1997,None,"Vishay Intertechnology,",1997,NA
./folders\11191_VISHAY-INTERTECHNOLOGY-INC_1990_2014_1\577610_8.pdf,11191,VISHAY INTERTECHNOLOGY INC,"Vishay Intertechnology, Inc.",1990,None,None,None,NA
./folders\11257_FRONTIER-OIL-CORP_1997_2005_1\456295_1.pdf,11257,FRONTIER OIL CORP,Frontier Oil Corp.,2005,None,FRONTIER OIL CORPORATION,2005,7416
./folders\11257_FRONTIER-OIL-CORP_1997_2005_1\423173_2.pdf,11257,FRONTIER OIL CORP,Frontier Oil Corp.,2004,2004 ANNUAL REPORT,FRONTIER OIL CORPORATION,2004,7415
./folders\11257_FRONTIER-OIL-CORP_1997_2005_1\394788_3.pdf,11257,FRONTIER OIL CORP,Frontier Oil Corp.,2003,2003 Annual Report,Frontier Oil Corporation,None,7414
./folders\11257_FRONTIER-OIL-CORP_1997_2005_1\365376_4.pdf,11257,FRONTIER OIL CORP,Frontier Oil Corp.,2002,None,None,None,7413
./folders\11257_FRONTIER-OIL-CORP_1997_2005_1\333703_5.pdf,11257,FRONTIER OIL CORP,Frontier Oil Corp.,2001,None,Frontier Oil Corporation:,2001,7412
./folders\11257_FRONTIER-OIL-CORP_1997_2005_1\304537_6.pdf,11257,FRONTIER OIL CORP,Frontier Oil Corp.,2000,None,None,None,7411
./folders\11257_FRONTIER-OIL-CORP_1997_2005_1\278195_7.pdf,11257,FRONTIER OIL CORP,Frontier Oil Corp.,1999,None,None,None,7410
./folders\11257_FRONTIER-OIL-CORP_1997_2005_1\243040_8.pdf,11257,FRONTIER OIL CORP,Frontier Oil Corp.,1998,None,None,None,7409
./folders\11257_FRONTIER-OIL-CORP_1997_2005_1\220932_9.pdf,11257,FRONTIER OIL CORP,Frontier Oil Corp.,1997,None,None,None,7408
./folders\11259_WALMART-INC_2014_2019_1\2343776_1.pdf,11259,WALMART INC,Walmart Inc,2019,None,None,None,7444
./folders\11259_WALMART-INC_2014_2019_1\2165223_2.pdf,11259,WALMART INC,Walmart Inc,2018,None,None,None,7443
./folders\11259_WALMART-INC_2014_2019_1\2197337_3.pdf,11259,WALMART INC,Walmart Inc,2018,2018 ANNUAL REPORT,to Walmart Inc.,2018,NA
./folders\11259_WALMART-INC_2014_2019_1\1976563_4.pdf,11259,WALMART INC,Walmart Inc,2017,None,None,None,7442
./folders\11259_WALMART-INC_2014_2019_1\2154102_5.pdf,11259,WALMART INC,Walmart Inc,2017,2017 Annual Report,None,None,NA
./folders\11259_WALMART-INC_2014_2019_1\1596218_6.pdf,11259,WALMART INC,Walmart Inc,2016,2016 Annual Report,None,None,7441
./folders\11259_WALMART-INC_2014_2019_1\1603209_7.pdf,11259,WALMART INC,Walmart Inc,2016,None,None,None,NA
./folders\11259_WALMART-INC_2014_2019_1\856359_8.pdf,11259,WALMART INC,Walmart Inc,2015,None,None,None,7440
./folders\11259_WALMART-INC_2014_2019_1\1603177_9.pdf,11259,WALMART INC,Walmart Inc,2015,2015 Annual Report,None,None,NA
./folders\11259_WALMART-INC_2009_2014_2\856360_1.pdf,11259,WALMART INC,Walmart Inc,2019,None,None,None,NA
./folders\11259_WALMART-INC_2009_2014_2\736107_2.pdf,11259,WALMART INC,Walmart Inc,2018,2013 Annual Report,None,None,NA
./folders\11259_WALMART-INC_2009_2014_2\915769_3.pdf,11259,WALMART INC,Walmart Inc,2018,None,None,None,NA
./folders\11259_WALMART-INC_2009_2014_2\685679_4.pdf,11259,WALMART INC,Walmart Inc,2017,2012 Annual Report,None,None,NA
./folders\11259_WALMART-INC_2009_2014_2\915768_5.pdf,11259,WALMART INC,Walmart Inc,2017,None,None,None,NA
./folders\11259_WALMART-INC_2009_2014_2\662048_6.pdf,11259,WALMART INC,Walmart Inc,2016,Financial Report,None,None,NA
./folders\11259_WALMART-INC_2009_2014_2\1603264_7.pdf,11259,WALMART INC,Walmart Inc,2016,None,None,None,NA
./folders\11259_WALMART-INC_2009_2014_2\637591_8.pdf,11259,WALMART INC,Walmart Inc,2015,2010 Annual Report,None,None,NA
./folders\11259_WALMART-INC_2009_2014_2\2197338_9.pdf,11259,WALMART INC,Walmart Inc,2015,nancial reporting,None,None,NA
./folders\11259_WALMART-INC_2001_2008_3\537419_1.pdf,11259,WALMART INC,Walmart Inc,2019,2008 Annual Report,None,None,NA
./folders\11259_WALMART-INC_2001_2008_3\499126_2.pdf,11259,WALMART INC,Walmart Inc,2018,2007 Annual Report,None,None,NA
./folders\11259_WALMART-INC_2001_2008_3\457986_3.pdf,11259,WALMART INC,Walmart Inc,2018,2006 Annual Report,None,None,NA
./folders\11259_WALMART-INC_2001_2008_3\425506_4.pdf,11259,WALMART INC,Walmart Inc,2017,None,None,None,NA
./folders\11259_WALMART-INC_2001_2008_3\425506_5.pdf,11259,WALMART INC,Walmart Inc,2017,None,None,None,NA
./folders\11259_WALMART-INC_2001_2008_3\420859_6.pdf,11259,WALMART INC,Walmart Inc,2016,2004 Annual Report,None,None,NA
./folders\11259_WALMART-INC_2001_2008_3\369709_7.pdf,11259,WALMART INC,Walmart Inc,2016,2003 Annual Report,None,None,NA
./folders\11259_WALMART-INC_2001_2008_3\369709_8.pdf,11259,WALMART INC,Walmart Inc,2015,2003 Annual Report,None,None,NA
./folders\11259_WALMART-INC_2001_2008_3\354329_9.pdf,11259,WALMART INC,Walmart Inc,2015,A n n u a l  R e p o r t,None,None,NA
./folders\11259_WALMART-INC_1996_2000_4\1603178_1.pdf,11259,WALMART INC,Walmart Inc,2019,ANNUAL REPORT 2001,None,None,NA
./folders\11259_WALMART-INC_1996_2000_4\285499_2.pdf,11259,WALMART INC,Walmart Inc,2018,None,None,None,NA
./folders\11259_WALMART-INC_1996_2000_4\1603157_3.pdf,11259,WALMART INC,Walmart Inc,2018,AnnualReport,None,None,NA
./folders\11259_WALMART-INC_1996_2000_4\256424_4.pdf,11259,WALMART INC,Walmart Inc,2017,None,None,None,NA
./folders\11259_WALMART-INC_1996_2000_4\1603263_5.pdf,11259,WALMART INC,Walmart Inc,2017,None,None,None,NA
./folders\11259_WALMART-INC_1996_2000_4\226737_6.pdf,11259,WALMART INC,Walmart Inc,2016,None,None,None,NA
./folders\11259_WALMART-INC_1996_2000_4\1603342_7.pdf,11259,WALMART INC,Walmart Inc,2016,None,None,None,NA
./folders\11259_WALMART-INC_1996_2000_4\203061_8.pdf,11259,WALMART INC,Walmart Inc,2015,None,None,None,NA
./folders\11259_WALMART-INC_1996_2000_4\1603375_9.pdf,11259,WALMART INC,Walmart Inc,2015,None,None,None,NA
./folders\11259_WALMART-INC_1990_1995_5\1603341_1.pdf,11259,WALMART INC,Walmart Inc,2019,None,None,None,NA
./folders\11259_WALMART-INC_1990_1995_5\37985_2.pdf,11259,WALMART INC,Walmart Inc,2018,None,None,None,NA
./folders\11259_WALMART-INC_1990_1995_5\313300_3.pdf,11259,WALMART INC,Walmart Inc,2018,None,None,None,NA
./folders\11259_WALMART-INC_1990_1995_5\313300_4.pdf,11259,WALMART INC,Walmart Inc,2017,None,None,None,NA
./folders\11259_WALMART-INC_1990_1995_5\313301_5.pdf,11259,WALMART INC,Walmart Inc,2017,None,None,None,NA
./folders\11259_WALMART-INC_1990_1995_5\313301_6.pdf,11259,WALMART INC,Walmart Inc,2016,None,None,None,NA
./folders\11259_WALMART-INC_1990_1995_5\313302_7.pdf,11259,WALMART INC,Walmart Inc,2016,None,None,None,NA
./folders\11259_WALMART-INC_1990_1995_5\313302_8.pdf,11259,WALMART INC,Walmart Inc,2015,None,None,None,NA
