Global Company Key,Company Name,Page Found On
7585,MOTOROLA SOLUTIONS INC,1
7585,MOTOROLA SOLUTIONS INC,2
7620,MURPHY OIL CORP,1
7620,MURPHY OIL CORP,2
7620,MURPHY OIL CORP,3
7620,MURPHY OIL CORP,4
7637,VIATRIS INC,1
7637,VIATRIS INC,2
7646,NCH CORP,1
7648,NCR CORP,1
7648,NCR CORP,2
7648,NCR CORP,3
7648,NCR CORP,4
7650,FIRST CHICAGO NBD CORP,SK
7672,NORTHWEST AIRLINES CORP,1
7679,NALCO CHEMICAL CO,1
7679,NALCO CHEMICAL CO,2
7691,NASH FINCH CO,1
7692,NASHUA CORP,1
7711,NATIONAL CITY CORP,1
7711,NATIONAL CITY CORP,2
7762,NATIONAL PRESTO INDS INC,NA
7772,NATIONAL SEMICONDUCTOR CORP,1
7772,NATIONAL SEMICONDUCTOR CORP,2
7773,NATIONAL SERVICE INDS INC,NA
7866,NEW YORK TIMES CO  -CL A,NA
7875,NEWELL BRANDS INC,1
7875,NEWELL BRANDS INC,2
7881,NEWMONT CORP,1
7881,NEWMONT CORP,2
7881,NEWMONT CORP,3
7881,NEWMONT CORP,4
7906,NIKE INC  -CL B,NA
7912,NOBLE ENERGY INC,1
7912,NOBLE ENERGY INC,2
7922,NORDSTROM INC,1
7922,NORDSTROM INC,2
7938,NACCO INDUSTRIES  -CL A,NA
7985,NORTHROP GRUMMAN CORP,1
7985,NORTHROP GRUMMAN CORP,2
7985,NORTHROP GRUMMAN CORP,3
7991,TEREX CORP,1
8003,NORTHWESTERN STL&WIRE,NA
8030,NUCOR CORP,1
8030,NUCOR CORP,2
8030,NUCOR CORP,3
8044,NYNEX CORP,SK
8062,OAK INDUSTRIES INC,1
8068,OCCIDENTAL PETROLEUM CORP,1
8068,OCCIDENTAL PETROLEUM CORP,TL
8068,OCCIDENTAL PETROLEUM CORP,3
8068,OCCIDENTAL PETROLEUM CORP,4
8101,SEALY CORP,NA
8123,OLIN CORP,1
8123,OLIN CORP,2
8128,OLSTEN CORP,SK
8133,OMNICARE INC,1
8133,OMNICARE INC,2
8202,OUTBOARD MARINE CORP,1
8213,OWENS & MINOR INC,1
8214,OWENS CORNING,1
8214,OWENS CORNING,2
8215,O-I GLASS INC,1
8219,OXFORD INDUSTRIES INC,1
8219,OXFORD INDUSTRIES INC,2
8247,PPG INDUSTRIES INC,1
8247,PPG INDUSTRIES INC,2
8247,PPG INDUSTRIES INC,3
8253,PACCAR INC,1
8253,PACCAR INC,2
8253,PACCAR INC,3
8253,PACCAR INC,4
8253,PACCAR INC,5
8286,PACIFIC TELESIS GROUP,1
8286,PACIFIC TELESIS GROUP,2
8304,PALL CORP,1
8304,PALL CORP,2
8358,PARKER-HANNIFIN CORP,NA
8404,PAYLESS CASHWAYS,SK
8439,PENN TRAFFIC CO,1
8446,OLD COPPER CO INC,1
8446,OLD COPPER CO INC,2
8446,OLD COPPER CO INC,3
8463,PENTAIR PLC,NA
8479,PEPSICO INC,1
8479,PEPSICO INC,2
8479,PEPSICO INC,3
8479,PEPSICO INC,4
8479,PEPSICO INC,5
8479,PEPSICO INC,6
8486,TUTOR PERINI CORP,1
8530,PFIZER INC,1
8530,PFIZER INC,2
8530,PFIZER INC,3
8530,PFIZER INC,4
8530,PFIZER INC,5
8530,PFIZER INC,6
8530,PFIZER INC,7
8530,PFIZER INC,8
8530,PFIZER INC,TL
8530,PFIZER INC,11
8536,PHELPS DODGE CORP,TL
8536,PHELPS DODGE CORP,2
8543,ALTRIA GROUP INC,1
8543,ALTRIA GROUP INC,2
8543,ALTRIA GROUP INC,3
8543,ALTRIA GROUP INC,4
8549,CONOCOPHILLIPS,1
8549,CONOCOPHILLIPS,2
8549,CONOCOPHILLIPS,3
8549,CONOCOPHILLIPS,4
8549,CONOCOPHILLIPS,5
8551,PVH CORP,1
8551,PVH CORP,2
8606,PITNEY BOWES INC,SK
8627,PLAINS RESOURCES INC,1
8657,PRIMARY PDC INC,NA
8675,POPE & TALBOT INC,1
8762,PROCTER & GAMBLE CO,1
8815,PUBLIX SUPER MARKETS INC,NA
8823,PULTEGROUP INC,1
8823,PULTEGROUP INC,2
8852,QUAKER OATS CO,1
8852,QUAKER OATS CO,2
8853,QUAKER STATE CORP,NA
8859,QUANEX CORP,1
8902,RPM INTERNATIONAL INC,1
8902,RPM INTERNATIONAL INC,2
8902,RPM INTERNATIONAL INC,3
8960,RAYCHEM CORP,NA
8972,RAYTHEON CO,1
8972,RAYTHEON CO,2
8972,RAYTHEON CO,3
8972,RAYTHEON CO,4
9043,REMINGTON ARMS COMPANY INC,NA
9063,AUTONATION INC,1
9112,REYNOLDS & REYNOLDS  -CL A,NA
9114,REYNOLDS METALS CO,1
9114,REYNOLDS METALS CO,2
9155,RITE AID CORP,1
9155,RITE AID CORP,2
9168,CALIBER SYSTEMS INC,1
9180,ROBERTSON CECO CORP,SK
9193,ROCHESTER & PITTSBURGH COAL,NA
9203,ROCKWELL AUTOMATION,1
9203,ROCKWELL AUTOMATION,2
9203,ROCKWELL AUTOMATION,3
9203,ROCKWELL AUTOMATION,4
9217,ROHM AND HAAS CO,1
9218,ROHR INC,1
9218,ROHR INC,2
9218,ROHR INC,3
9236,RHONE-POULENC RORER,NA
9248,ROSS STORES INC,1
9248,ROSS STORES INC,2
9280,RUBBERMAID INC,1
9293,RUSSELL CORP,1
9299,RYDER SYSTEM INC,1
9299,RYDER SYSTEM INC,2
9301,RYKOFF-SEXTON INC,SK
9302,RYLAND GROUP INC,1
9302,RYLAND GROUP INC,2
9313,SCI SYSTEMS INC,1
9359,SAFEWAY INC,1
9359,SAFEWAY INC,2
9359,SAFEWAY INC,3
9359,SAFEWAY INC,4
9372,ST JUDE MEDICAL INC,1
9372,ST JUDE MEDICAL INC,2
9411,HILLSHIRE BRANDS CO,SK
9433,SAVANNAH FOODS & INDS,NA
9466,SCHOLASTIC CORP,NA
9472,SCHULMAN (A.) INC,1
9472,SCHULMAN (A.) INC,2
9483,SCIENTIFIC-ATLANTA INC,1
9538,SEABOARD CORP,1
9555,SEALED AIR CORP,1
9555,SEALED AIR CORP,2
9563,SEARS ROEBUCK & CO,1
9563,SEARS ROEBUCK & CO,2
9563,SEARS ROEBUCK & CO,3
9611,SERVICE CORP INTERNATIONAL,1
9611,SERVICE CORP INTERNATIONAL,2
9612,SERVICE MERCHANDISE CO,1
9613,SERVICEMASTER CO,1
9613,SERVICEMASTER CO,2
9643,SHAW INDUSTRIES INC,1
9643,SHAW INDUSTRIES INC,2
9653,SHELL OIL CO,1
9653,SHELL OIL CO,2
9653,SHELL OIL CO,3
9667,SHERWIN-WILLIAMS CO,1
9667,SHERWIN-WILLIAMS CO,2
9667,SHERWIN-WILLIAMS CO,3
9667,SHERWIN-WILLIAMS CO,4
9667,SHERWIN-WILLIAMS CO,5
9699,SIGMA-ALDRICH CORP,1
9699,SIGMA-ALDRICH CORP,2
9737,SIMMONS CO,NA
9761,SKYLINE CORP,1
9761,SKYLINE CORP,2
9771,SMITH (A.O.),SK
9772,SMITH INTERNATIONAL INC,1
9772,SMITH INTERNATIONAL INC,2
9774,SMITHFIELD FOODS INC,1
9774,SMITHFIELD FOODS INC,2
9777,SMUCKER (JM) CO,NA
9778,SNAP-ON INC,TL
9778,SNAP-ON INC,2
9783,KEYCORP,1
9783,KEYCORP,2
9783,KEYCORP,3
9783,KEYCORP,4
9778,SNAP-ON INC,SK
9783,KEYCORP,SK
9815,SONOCO PRODUCTS CO,1
9815,SONOCO PRODUCTS CO,2
9882,SOUTHWEST AIRLINES,1
9882,SOUTHWEST AIRLINES,2
9882,SOUTHWEST AIRLINES,3
9899,AT&T INC,1
9899,AT&T INC,2
9899,AT&T INC,3
9899,AT&T INC,4
9899,AT&T INC,5
9899,AT&T INC,6
9952,SPIEGEL INC  -CL A,NA
9963,SPRINGS INDUSTRIES  -CL A,NA
9988,STANDARD COMMERCIAL CORP,1
10000,STANDARD MOTOR PRODS,NA
10002,CALATLANTIC GROUP INC,1
10005,STANDARD REGISTER CO,1
10016,STANLEY BLACK & DECKER INC,1
10016,STANLEY BLACK & DECKER INC,2
10035,STATE STREET CORP,1
10035,STATE STREET CORP,2
10035,STATE STREET CORP,3
10085,STEWART & STEVENSON SERVICES,NA
10091,STOKELY VAN CAMP INC,1
10091,STOKELY VAN CAMP INC,2
10091,STOKELY VAN CAMP INC,3
10091,STOKELY VAN CAMP INC,4
10093,STONE CONTAINER CORP,1
10093,STONE CONTAINER CORP,TL
10097,STORAGE TECHNOLOGY CP,SK
10115,STRYKER CORP,1
10115,STRYKER CORP,2
10150,SEQUA CORP  -CL A,NA
10156,SUNOCO INC,TL
10156,SUNOCO INC,1
10156,SUNOCO INC,2
10156,SUNOCO INC,3
10163,SUNDSTRAND CORP,1
10190,SUPERVALU INC,1
10190,SUPERVALU INC,2
10190,SUPERVALU INC,3
10199,SUPERMARKETS GEN HLDG  -CL A,NA
10247,SYSCO CORP,1
10247,SYSCO CORP,2
10247,SYSCO CORP,3
10247,SYSCO CORP,4
10326,TAMBRANDS INC,NA
10329,TANDEM COMPUTERS INC,NA
10391,TEKTRONIX INC,1
10405,ATI INC -NEW,1
10405,ATI INC -NEW,2
10405,ATI INC -NEW,3
10405,ATI INC -NEW,4
10407,TELEFLEX INC,1
10411,TELEPHONE & DATA SYSTEMS INC,1
10411,TELEPHONE & DATA SYSTEMS INC,2
10411,TELEPHONE & DATA SYSTEMS INC,3
10420,TELLABS INC,1
10420,TELLABS INC,2
10426,TEMPLE-INLAND INC,1
10443,TENNECO INC,1
10443,TENNECO INC,2
10443,TENNECO INC,3
10443,TENNECO INC,4
10443,TENNECO INC,5
10443,TENNECO INC,TL
10466,ANDEAVOR,1
10482,TEXACO INC,1
10482,TEXACO INC,TL
10482,TEXACO INC,4
10482,TEXACO INC,5
10482,TEXACO INC,6
10482,TEXACO INC,7
10482,TEXACO INC,8
10482,TEXACO INC,9
10482,TEXACO INC,10
10484,UNITED AIRLINES INC,1
10484,UNITED AIRLINES INC,2
10484,UNITED AIRLINES INC,3
10498,TEXAS INDUSTRIES INC,SK
10499,TEXAS INSTRUMENTS INC,1
10499,TEXAS INSTRUMENTS INC,2
10499,TEXAS INSTRUMENTS INC,3
10499,TEXAS INSTRUMENTS INC,4
10499,TEXAS INSTRUMENTS INC,5
10499,TEXAS INSTRUMENTS INC,6
10499,TEXAS INSTRUMENTS INC,7
10499,TEXAS INSTRUMENTS INC,8
10519,TEXTRON INC,1
10519,TEXTRON INC,2
10519,TEXTRON INC,3
10519,TEXTRON INC,4
10519,TEXTRON INC,5
10519,TEXTRON INC,6
10530,THERMO FISHER SCIENTIFIC INC,NA
10540,THOMAS & BETTS CORP,1
10549,THOR INDUSTRIES INC,1
10551,THORN APPLE VALLEY INC,1
10553,3COM CORP,1
10580,TIMES MIRROR CO  -SER A,NA
10581,TIMKEN CO,1
10581,TIMKEN CO,2
10581,TIMKEN CO,3
10597,TODD SHIPYARDS CORP,1
10597,TODD SHIPYARDS CORP,2
10618,TORO CO,NA
10625,TOTAL PETROLEUM OF N AMERICA,NA
10639,TOYS R US INC,TL
10726,TRIBUNE MEDIA CO,1
10770,TURNER CORP,NA
10787,TYCO INTERNATIONAL PLC,NA
10793,TYSON FOODS INC  -CL A,NA
10813,URS CORP,1
10813,URS CORP,2
10813,URS CORP,3
10816,USG CORP,1
10816,USG CORP,2
10816,USG CORP,3
10839,UNIFI INC,1
10855,UNION CAMP CORP,1
10855,UNION CAMP CORP,2
10857,UNION CARBIDE CORP,1
10857,UNION CARBIDE CORP,2
10857,UNION CARBIDE CORP,3
10868,UNION PLANTERS CORP,1
10884,CHIQUITA BRANDS INTL INC,SK
10920,UNITED PARCEL SERVICE INC,1
10920,UNITED PARCEL SERVICE INC,2
10920,UNITED PARCEL SERVICE INC,3
10972,U S SURGICAL CORP,NA
10981,ESSENDANT INC,1
10981,ESSENDANT INC,2
10983,RAYTHEON TECHNOLOGIES CORP,1
10983,RAYTHEON TECHNOLOGIES CORP,2
10983,RAYTHEON TECHNOLOGIES CORP,3
10983,RAYTHEON TECHNOLOGIES CORP,4
10984,SPRINT CORP,TL
10984,SPRINT CORP,2
11017,UNIVERSAL CORP/VA,NA
11038,UNOCAL CORP,1
11038,UNOCAL CORP,2
11038,UNOCAL CORP,3
11060,VF CORP,1
11060,VF CORP,2
11060,VF CORP,3
11060,VF CORP,4
11094,VALMONT INDUSTRIES INC,1
11096,VALSPAR CORP,1
11096,VALSPAR CORP,2
11115,VARIAN MEDICAL SYSTEMS INC,1
11191,VISHAY INTERTECHNOLOGY INC,SK
11217,VOLVO AB,1
11217,VOLVO AB,2
11217,VOLVO AB,3
11217,VOLVO AB,4
11217,VOLVO AB,5
11217,VOLVO AB,6
11217,VOLVO AB,TL
11217,VOLVO AB,9
11217,VOLVO AB,10
11228,VULCAN MATERIALS CO,1
11228,VULCAN MATERIALS CO,2
11228,VULCAN MATERIALS CO,3
11257,FRONTIER OIL CORP,SK
11259,WALMART INC,SK
11264,WALGREENS BOOTS ALLIANCE INC,NA
11278,WANG LABS INC,SK
11288,WARNER-LAMBERT CO,1
11288,WARNER-LAMBERT CO,2
11366,WENDY'S INTERNATIONAL INC,1
11366,WENDY'S INTERNATIONAL INC,2
11399,WESTERN DIGITAL CORP,1
11440,WESTMORELAND COAL CO,SK
11446,MEADWESTVACO CORP,1
11446,MEADWESTVACO CORP,2
11456,WEYERHAEUSER CO,1
11456,WEYERHAEUSER CO,2
11456,WEYERHAEUSER CO,3
11456,WEYERHAEUSER CO,4
11456,WEYERHAEUSER CO,5
11462,HANDY & HARMAN LTD,NA
11465,WHIRLPOOL CORP,SK
11480,WHITMAN EDUCATION GROUP INC,1
11511,WILLIAMS-SONOMA INC,NA
11535,WINN-DIXIE STORES INC,1
11535,WINN-DIXIE STORES INC,2
11535,WINN-DIXIE STORES INC,3
11535,WINN-DIXIE STORES INC,4
11537,WINNEBAGO INDUSTRIES,1
11537,WINNEBAGO INDUSTRIES,2
11537,WINNEBAGO INDUSTRIES,3
11559,WITCO CORP,1
11584,FOOT LOCKER INC,1
11584,FOOT LOCKER INC,2
11600,WORTHINGTON INDUSTRIES,1
11615,WYMAN-GORDON CO,1
11636,XEROX HOLDINGS CORP,1
11636,XEROX HOLDINGS CORP,2
11636,XEROX HOLDINGS CORP,3
11636,XEROX HOLDINGS CORP,4
11636,XEROX HOLDINGS CORP,5
11649,YELLOW CORP,1
11672,TJX COS INC (THE),NA
11678,ZENITH ELECTRONICS CORP,1
11691,ZURN INDUSTRIES INC,1
11691,ZURN INDUSTRIES INC,TL
11691,ZURN INDUSTRIES INC,3
11721,OSHKOSH CORP,1
11721,OSHKOSH CORP,2
11781,OVINTIV INC,1
11781,OVINTIV INC,2
11781,OVINTIV INC,3
11781,OVINTIV INC,4
11923,ANADARKO PETROLEUM CORP,1
11923,ANADARKO PETROLEUM CORP,2
11971,TYCO TOYS INC,NA
12045,UNION TEXAS PETRO HLDGS INC,NA
12053,EMC CORP/MA,NA
12123,BIG LOTS INC,1
12136,SUN MICROSYSTEMS INC,1
12136,SUN MICROSYSTEMS INC,2
12141,MICROSOFT CORP,1
12142,ORACLE CORP,1
12142,ORACLE CORP,2
12142,ORACLE CORP,3
12142,ORACLE CORP,4
12142,ORACLE CORP,5
12142,ORACLE CORP,6
12142,ORACLE CORP,7
12142,ORACLE CORP,8
12144,SUNGARD DATA SYSTEMS INC,1
12144,SUNGARD DATA SYSTEMS INC,2
12171,TECH DATA CORP,1
12171,TECH DATA CORP,2
12206,DIRECTV,TL
12206,DIRECTV,2
12206,DIRECTV,3
12233,GENZYME CORP,1
12233,GENZYME CORP,2
12246,ANCHOR GLASS CONTAINER CORP,NA
12309,WLR FOODS INC,1
12389,HARLEY-DAVIDSON INC,1
12389,HARLEY-DAVIDSON INC,2
12389,HARLEY-DAVIDSON INC,3
12395,TOLL BROTHERS INC,1
12395,TOLL BROTHERS INC,2
12395,TOLL BROTHERS INC,3
12409,HUDSON FOODS INC  -CL A,NA
12459,NVR INC,1
12471,WORLD FUEL SERVICES CORP,1
12471,WORLD FUEL SERVICES CORP,2
12484,ADELPHIA COMMUN  -CL A,NA
12485,ALTICE USA INC,NA
12540,ADOBE INC,1
12540,ADOBE INC,2
12540,ADOBE INC,3
12540,ADOBE INC,4
12544,ST JOE CO,1
12578,VALHI INC,1
12581,MAGNETEK INC,1
12635,FISERV INC,1
12635,FISERV INC,2
12635,FISERV INC,3
12689,KB HOME,1
12689,KB HOME,2
12785,PILGRIM'S PRIDE CORP,NA
12850,CERNER CORP,1
12892,SUNOCO LP,NA
12895,AXIALL CORP,1
12950,AIRGAS INC,1
12950,AIRGAS INC,2
13003,JOY GLOBAL INC,1
13028,PREMARK INTERNATIONAL INC,1
13028,PREMARK INTERNATIONAL INC,2
13046,DELTA WOODSIDE INDUSTRIES,1
13099,FRUIT OF THE LOOM LTD  -CL A,NA
13135,YORK INTERNATIONAL CORP,1
13135,YORK INTERNATIONAL CORP,2
13204,FISHER SCIENTIFIC INTL INC,NA
13351,NATIONAL STEEL CORP  -CL B,NA
13380,SAKS INC,1
13407,WELLMAN INC,1
13407,WELLMAN INC,TL
13440,LEVEL 3 COMMUNICATIONS INC,1
13500,INTELLIGENT ELECTRONICS INC,NA
13501,MICROAGE INC,NA
13599,CELGENE CORP,1
13634,EXIDE TECHNOLOGIES,1
13684,LIBERTY INTERACTIVE -CONSOL,SK
13709,ICAHN ENTERPRISES LP,NA
13712,ALERIS CORP,NA
13721,ZOETIS INC,NA
13990,WARNACO GROUP INC,1
14007,NEIMAN MARCUS GROUP INC,SK
14152,VONS COMPANIES INC,NA
14277,J & L SPECIALTY STEEL,1
14282,AMPHENOL CORP,1
14311,POLARIS INC,1
14311,POLARIS INC,2
14311,POLARIS INC,3
14325,AVONDALE INDUSTRIES INC,1
14359,PIONEER NATURAL RESOURCES CO,1
14363,IMC GLOBAL INC,1
14370,MANPOWERGROUP,1
14370,MANPOWERGROUP,2
14370,MANPOWERGROUP,3
14384,OREGON STEEL MILLS INC,NA
14405,RICHFOOD HOLDINGS INC,1
14418,MGM RESORTS INTERNATIONAL,1
14418,MGM RESORTS INTERNATIONAL,2
14443,ESSEX GROUP INC,NA
14446,IVAX CORP,1
14489,DELL TECHNOLOGIES INC,NA
14503,IMPERIAL SUGAR CO,1
14535,EW SCRIPPS  -CL A,NA
14590,FREEPORT-MCMORAN INC,1
14590,FREEPORT-MCMORAN INC,2
14590,FREEPORT-MCMORAN INC,3
14590,FREEPORT-MCMORAN INC,4
14593,GAYLORD CONTAINER CP,NA
14620,ELECTROLUX AB,1
14620,ELECTROLUX AB,2
14620,ELECTROLUX AB,3
14620,ELECTROLUX AB,4
14620,ELECTROLUX AB,5
14620,ELECTROLUX AB,6
14620,ELECTROLUX AB,7
14624,ODP CORP,1
14624,ODP CORP,2
14854,FIRST BRANDS CORP,1
14878,ORYX ENERGY CO,1
14890,DURACELL INTERNATIONAL,NA
14895,MERISEL INC,1
14934,DEVON ENERGY CORP,1
14934,DEVON ENERGY CORP,2
14934,DEVON ENERGY CORP,3
14934,DEVON ENERGY CORP,4
14934,DEVON ENERGY CORP,5
14960,LABORATORY CP OF AMER HLDGS,NA
15084,BURLINGTON RESOURCES INC,1
15084,BURLINGTON RESOURCES INC,2
15106,BECKMAN COULTER INC,1
15110,LYONDELL CHEMICAL CO,1
15110,LYONDELL CHEMICAL CO,2
15247,VALERO ENERGY CORP,1
15247,VALERO ENERGY CORP,2
15247,VALERO ENERGY CORP,3
15247,VALERO ENERGY CORP,4
15274,WALTER ENERGY INC,1
15274,WALTER ENERGY INC,2
15274,WALTER ENERGY INC,3
15343,MUELLER INDUSTRIES,1
15426,MORTON INTERNATIONAL INC,1
15426,MORTON INTERNATIONAL INC,2
15459,TREDEGAR CORP,1
15521,STAPLES INC,1
15521,STAPLES INC,2
15521,STAPLES INC,3
15708,ALLERGAN INC,1
16101,ABBVIE INC,1
16476,LEVI STRAUSS & CO,1
16477,LEAR CORP,1
16478,EOG RESOURCES INC,1
16721,ELECTRONIC ARTS INC,1
17110,SOLECTRON CORP,1
17110,SOLECTRON CORP,2
17812,HD SUPPLY HOLDINGS INC,NA
17928,IQVIA HOLDINGS INC,NA
18003,PLY GEM HOLDINGS INC,NA
18036,COMMSCOPE HOLDING CO INC,1
18043,NEWS CORP,1
18043,NEWS CORP,2
18043,NEWS CORP,3
18043,NEWS CORP,4
18043,NEWS CORP,5
18043,NEWS CORP,6
18043,NEWS CORP,7
18312,US FOODS HOLDING CORP,NA
18468,PLAINS GP HOLDINGS LP,NA
18498,MURPHY USA INC,SK
18675,BURLINGTON STORES INC,NA
18683,SCIENCE APPLICATIONS INTL CP,NA
19398,DENNYS CORP,NA
19574,GANNETT CO INC,1
19574,GANNETT CO INC,2
19574,GANNETT CO INC,3
19858,VERITIV CORP,NA
20423,CAESARS ENTERTAINMENT CORP,NA
20696,MASONITE INTERNATIONAL CORP,1
20779,CISCO SYSTEMS INC,1
20779,CISCO SYSTEMS INC,2
20779,CISCO SYSTEMS INC,3
20779,CISCO SYSTEMS INC,4
20779,CISCO SYSTEMS INC,5
20783,READERS DIGEST ASSN INC,NA
20909,TEPPCO PARTNERS  -LP,1
21504,CONE MILLS CORP,1
21515,UNIVAR SOLUTIONS INC,NA
21540,WAYFAIR INC,NA
22741,CHEMOURS CO,NA
22794,BJ SERVICES CO,1
22794,BJ SERVICES CO,2
23109,GENESIS HEALTHCARE INC,1
23592,MBNA CORP,1
23592,MBNA CORP,2
23809,AUTOZONE INC,1
23809,AUTOZONE INC,2
23809,AUTOZONE INC,3
23812,REGENERON PHARMACEUTICALS,1
23812,REGENERON PHARMACEUTICALS,2
23865,BABCOCK & WILCOX ENTERPRISES,NA
23942,CALDOR CORP,NA
23978,UNITED STATES STEEL CORP,1
23978,UNITED STATES STEEL CORP,2
24357,BAY NETWORKS INC,1
24363,BUCYRUS INTERNATIONAL INC,SK
24468,BIOGEN INC,1
24468,BIOGEN INC,2
24522,SHOPKO STORES INC,1
24779,COMPUSA INC,NA
24800,QUALCOMM INC,1
24800,QUALCOMM INC,TL
24800,QUALCOMM INC,3
24800,QUALCOMM INC,4
24800,QUALCOMM INC,2
24856,GILEAD SCIENCES INC,1
24870,NEXTEL COMMUNICATIONS INC,1
24893,WHOLE FOODS MARKET INC,SK
24969,COLEMAN CO INC,1
25021,VALASSIS COMMUNICATIONS INC,1
25056,TIME WARNER INC,SK
25119,MOHAWK INDUSTRIES INC,1
25119,MOHAWK INDUSTRIES INC,2
25119,MOHAWK INDUSTRIES INC,3
25157,FIRST DATA CORP,1
25157,FIRST DATA CORP,2
25157,FIRST DATA CORP,3
25180,AGCO CORP,1
25180,AGCO CORP,2
25279,BOSTON SCIENTIFIC CORP,1
25279,BOSTON SCIENTIFIC CORP,2
25279,BOSTON SCIENTIFIC CORP,3
25283,KOHL'S CORP,1
25338,BED BATH & BEYOND INC,1
25338,BED BATH & BEYOND INC,2
25338,BED BATH & BEYOND INC,3
25340,D R HORTON INC,1
25356,EXPRESS SCRIPTS HOLDING CO,1
25389,GRAPHIC PACKAGING HOLDING CO,NA
25405,GENERAL CABLE CORP/DE,NA
25422,ULTRAMAR DIAMOND SHAMROCK,1
25434,STARBUCKS CORP,1
25434,STARBUCKS CORP,2
25495,DYNEGY INC,1
25645,ALBERTSONS COS INC,NA
25880,PATTERSON COS INC,NA
25935,GULF RESOURCES INC,NA
26156,HEWLETT PACKARD ENTERPRISE,1
26590,FORTIVE CORP,NA
27032,NORRIS INDUSTRIES INC,1
27776,ROCKY BRANDS INC,1
27776,ROCKY BRANDS INC,2
27786,CHESAPEAKE ENERGY CORP,1
27786,CHESAPEAKE ENERGY CORP,2
27882,PRIMEDIA INC,1
27928,INTUIT INC,1
27980,JARDEN CORP,1
27980,JARDEN CORP,2
28139,SANMINA CORP,1
28180,O'REILLY AUTOMOTIVE INC,1
28180,O'REILLY AUTOMOTIVE INC,2
28194,AVIENT CORP,1
28195,JABIL INC,1
28195,JABIL INC,2
28195,JABIL INC,3
28256,XTO ENERGY INC,1
28320,CDW CORP,NA
28590,BRINKS CO,1
28590,BRINKS CO,2
28648,PETSMART INC,1
28701,RALSTON PURINA CO,1
28701,RALSTON PURINA CO,2
28719,CONDUENT INC,1
28742,BORGWARNER INC,1
28742,BORGWARNER INC,2
28762,SPARTANNASH CO,1
28787,PERFORMANCE FOOD GROUP CO,1
28877,KEURIG DR PEPPER INC,1
28924,BARNES & NOBLE INC,1
28924,BARNES & NOBLE INC,2
28924,BARNES & NOBLE INC,3
28930,MARRIOTT INTL INC,NA
28981,DETROIT DIESEL CORP,1
29001,OM GROUP INC,1
29028,COSTCO WHOLESALE CORP,1
29028,COSTCO WHOLESALE CORP,2
29028,COSTCO WHOLESALE CORP,3
29120,ALUMAX INC,1
29156,UFP INDUSTRIES INC,1
29156,UFP INDUSTRIES INC,2
29241,VIAVI SOLUTIONS INC,1
29241,VIAVI SOLUTIONS INC,2
29241,VIAVI SOLUTIONS INC,3
29318,AIRTOUCH COMMUNICATIONS-OLD,NA
29341,FOAMEX INTERNATIONAL INC,1
29353,SHAW GROUP INC,1
29392,EASTMAN CHEMICAL CO,1
29392,EASTMAN CHEMICAL CO,2
29392,EASTMAN CHEMICAL CO,3
29453,CHENIERE ENERGY INC,NA
29733,MARTIN MARIETTA MATERIALS,1
29733,MARTIN MARIETTA MATERIALS,2
29733,MARTIN MARIETTA MATERIALS,3
29736,TRACTOR SUPPLY CO,1
29755,BEAZER HOMES USA INC,1
29755,BEAZER HOMES USA INC,2
29830,WESTROCK CO,1
29830,WESTROCK CO,2
29830,WESTROCK CO,3
29846,PATHMARK STORES INC,1
29849,WESTERN ATLAS INC,1
29849,WESTERN ATLAS INC,2
29968,AK STEEL HOLDING CORP,1
29968,AK STEEL HOLDING CORP,2
30006,BRIGHTPOINT INC,1
30095,QUINTILES TRANSNATIONAL CORP,1
30098,INGERSOLL RAND INC,1
30383,CASE CORP,1
30617,BUDGET GROUP INC  -CL A,NA
30671,RELIANCE STEEL & ALUMINUM CO,1
30671,RELIANCE STEEL & ALUMINUM CO,2
30697,AFFILIATED COMPUTER SERVICES,1
30950,MEDIA GENERAL INC,1
30950,MEDIA GENERAL INC,2
30950,MEDIA GENERAL INC,3
31166,GUIDANT CORP,1
31392,PANTRY INC,SK
31453,INSIGHT ENTERPRISES INC,1
31549,CAREMARK RX INC,1
31587,DOLLAR TREE INC,1
31587,DOLLAR TREE INC,2
31590,RIVIANA FOODS INC,1
31673,AMERISOURCEBERGEN CORP,1
31673,AMERISOURCEBERGEN CORP,2
31846,DARDEN RESTAURANTS INC,1
31846,DARDEN RESTAURANTS INC,2
31846,DARDEN RESTAURANTS INC,3
31849,BORDERS GROUP INC,SK
32372,CONSOL ENERGY INC,NA
34443,DOW INC,1
34443,DOW INC,2
34443,DOW INC,3
34443,DOW INC,4
34443,DOW INC,5
34636,FOX CORP,1
34636,FOX CORP,2
34636,FOX CORP,3
35065,AVANTOR INC,NA
35168,CORTEVA INC,1
35978,ARCONIC CORP,SK
60894,CAMERON INTERNATIONAL CORP,1
60894,CAMERON INTERNATIONAL CORP,2
60900,DISH NETWORK CORP,1
60900,DISH NETWORK CORP,2
61247,HARBINGER CORP,1
61352,WYNDHAM INTERNATIONAL INC,1
61489,QWEST COMMUNICATION INTL INC,NA
61494,HENRY SCHEIN INC,1
61513,SANDISK CORP,1
61534,JACUZZI BRANDS INC,1
61552,LEXMARK INTL INC  -CL A,NA
61567,ESTEE LAUDER COMPANIES INC,1
61591,NETAPP INC,1
61775,HOST MARRIOTT SERVICES CORP,1
61795,ROADWAY CORP,1
62290,REVLON INC  -CL A,NA
